,id,book_id,title,authors,decade_year
339,340,7747374,"I Am Number Four (Lorien Legacies, #1)",author_pittacus_lore,decade_2010s
340,341,1371,The Iliad,author_homer author_robert_fagles author_frdric_mugler author_bernard_knox,decade_0s
341,342,13497818,The Casual Vacancy,author_jk_rowling,decade_2010s
342,343,24192,The Runaway Jury,author_john_grisham,decade_1990s
343,344,4138,Naked,author_david_sedaris,decade_1990s
344,345,45978,"Eldest (The Inheritance Cycle, #2)",author_christopher_paolini,decade_2000s
345,346,236093,"The Wonderful Wizard of Oz (Oz, #1)",author_l_frank_baum author_ww_denslow,decade_1900s
346,347,121749,"Prince Caspian (Chronicles of Narnia, #2)",author_cs_lewis,decade_1950s
347,348,16143347,We Were Liars,author_e_lockhart,decade_2010s
348,349,11590,'Salem's Lot,author_stephen_king,decade_1970s
349,350,7745,Fear and Loathing in Las Vegas,author_hunter_s_thompson author_ralph_steadman,decade_1970s
350,351,10025305,"Clockwork Prince (The Infernal Devices, #2)",author_cassandra_clare,decade_2010s
351,352,20910157,Yes Please,author_amy_poehler,decade_2010s
352,353,12996,Othello,author_william_shakespeare,decade_1600s
353,354,6149,Beloved,author_toni_morrison,decade_1980s
354,355,3236307,"Graceling (Graceling Realm, #1)",author_kristin_cashore,decade_2000s
355,356,78411,"The Bad Beginning (A Series of Unfortunate Events, #1)",author_lemony_snicket author_brett_helquist,decade_1990s
356,357,355697,All Quiet on the Western Front,author_erich_maria_remarque author_aw_wheen,decade_1920s
357,358,191139,"Oh, The Places You'll Go!",author_dr_seuss,decade_1990s
358,359,16115612,And the Mountains Echoed,author_khaled_hosseini,decade_2010s
359,360,7082,Do Androids Dream of Electric Sheep?,author_philip_k_dick author_roger_zelazny,decade_1960s
360,361,18254,Oliver Twist,author_charles_dickens author_george_cruikshank author_philip_horne,decade_1830s
361,362,11149,The Screwtape Letters,author_cs_lewis,decade_1940s
362,363,6936382,"Anna and the French Kiss (Anna and the French Kiss, #1)",author_stephanie_perkins,decade_2010s
363,364,113946,How the Grinch Stole Christmas!,author_dr_seuss,decade_1950s
364,365,5805,V for Vendetta,author_alan_moore author_david___lloyd,decade_1990s
365,366,2203,John Adams,author_david_mccullough,decade_2000s
366,367,14995,"Odd Thomas (Odd Thomas, #1)",author_dean_koontz,decade_2000s
367,368,119324,"The Subtle Knife (His Dark Materials, #2)",author_philip_pullman,decade_1990s
368,369,22232,"Stargirl (Stargirl, #1)",author_jerry_spinelli,decade_2000s
369,370,7090447,"The Red Pyramid (Kane Chronicles, #1)",author_rick_riordan,decade_2010s
370,371,350,Stranger in a Strange Land,author_robert_a_heinlein,decade_1960s
371,372,10176,Dress Your Family in Corduroy and Denim,author_david_sedaris,decade_2000s
372,373,6319,The BFG,author_roald_dahl author_quentin_blake,decade_1980s
373,374,21,A Short History of Nearly Everything,author_bill_bryson,decade_2000s
374,375,1852,The Call of the Wild,author_jack_london,decade_1900s
375,376,7864437,"The Death Cure (Maze Runner, #3)",author_james_dashner,decade_2010s
376,377,16793,Stardust,author_neil_gaiman,decade_1990s
377,378,33917,The Namesake,author_jhumpa_lahiri,decade_2000s
378,379,8667848,"A Discovery of Witches (All Souls Trilogy, #1)",author_deborah_harkness,decade_2010s
379,380,11297,Norwegian Wood,author_haruki_murakami author_jay_rubin,decade_1980s
380,381,5168,Where the Heart Is,author_billie_letts,decade_1990s
381,382,6567017,"Will Grayson, Will Grayson",author_john_green author_david_levithan,decade_2010s
382,383,1241,A Million Little Pieces,author_james_frey,decade_2000s
383,384,2282133,"Frostbite (Vampire Academy, #2)",author_richelle_mead,decade_2000s
384,385,8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,author_susan_cain,decade_2010s
385,386,233818,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",author_scott_odell,decade_1960s
386,387,17250,The Crucible,author_arthur_miller author_christopher_bigsby,decade_1950s
387,388,50,"Hatchet (Brian's Saga, #1)",author_gary_paulsen,decade_1980s
388,389,68428,"The Final Empire (Mistborn, #1)",author_brandon_sanderson,decade_2000s
389,390,51496,The Strange Case of Dr. Jekyll and Mr. Hyde,author_robert_louis_stevenson author_vladimir_nabokov author_mervyn_peake author_dan_chaon,decade_1880s
390,391,7784,The Lorax,author_dr_seuss,decade_1970s
391,392,389627,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",author_jeff_kinney,decade_2000s
392,393,7896527,"Throne of Glass (Throne of Glass, #1)",author_sarah_j_maas,decade_2010s
393,394,2802316,"Shadow Kiss (Vampire Academy, #3)",author_richelle_mead,decade_2000s
394,395,46170,For Whom the Bell Tolls,author_ernest_hemingway,decade_1940s
395,396,3367956,Hotel on the Corner of Bitter and Sweet,author_jamie_ford,decade_2000s
396,397,343,Perfume: The Story of a Murderer,author_patrick_sskind author_john_e_woods,decade_1980s
397,398,1097,Fast Food Nation: The Dark Side of the All-American Meal,author_eric_schlosser,decade_2000s
398,399,3950967,The Tales of Beedle the Bard,author_jk_rowling,decade_2000s
399,400,22328,Neuromancer,author_william_gibson,decade_1980s
400,401,10799,A Farewell to Arms,author_ernest_hemingway,decade_1920s
401,402,391729,The Tell-Tale Heart and Other Writings,author_edgar_allan_poe,decade_1840s
402,403,10534,The Art of War,author_sun_tzu author_thomas_cleary,decade_0s
403,404,11367726,Defending Jacob,author_william_landay,decade_2010s
404,405,4980,Breakfast of Champions,author_kurt_vonnegut_jr,decade_1970s
405,406,627206,The New Drawing on the Right Side of the Brain,author_betty_edwards,decade_1970s
406,407,5826,Bel Canto,author_ann_patchett,decade_2000s
407,408,1842,"Guns, Germs, and Steel: The Fates of Human Societies",author_jared_diamond,decade_1990s
409,410,37781,"Things Fall Apart (The African Trilogy, #1)",author_chinua_achebe,decade_1950s
410,411,33722,The Undomestic Goddess,author_sophie_kinsella,decade_2000s
411,412,567795,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,author_gary_chapman,decade_1990s
413,414,6948436,Little Bee,author_chris_cleave,decade_2000s
414,415,3975774,"Evermore (The Immortals, #1)",author_alyson_noel,decade_2000s
415,416,6327,The Witches,author_roald_dahl author_quentin_blake,decade_1980s
416,417,40440,The Thirteenth Tale,author_diane_setterfield,decade_2000s
417,418,6479259,"Spirit Bound (Vampire Academy, #5)",author_richelle_mead,decade_2010s
418,419,5996153,"Blood Promise (Vampire Academy, #4)",author_richelle_mead,decade_2000s
419,420,3478,Message in a Bottle,author_nicholas_sparks,decade_1990s
420,421,8683812,The Paris Wife,author_paula_mclain,decade_2010s
421,422,862041,"Harry Potter Boxset (Harry Potter, #1-7)",author_jk_rowling,decade_1990s
422,423,16248068,"The Elite (The Selection, #2)",author_kiera_cass,decade_2010s
423,424,119073,The Name of the Rose,author_umberto_eco author_william_weaver author_sen_barrett,decade_1980s
424,425,46799,Go Ask Alice,author_beatrice_sparks author_anonymous,decade_1970s
425,426,310612,A Confederacy of Dunces,author_john_kennedy_toole author_walker_percy,decade_1980s
426,427,92303,The Importance of Being Earnest,author_oscar_wilde,decade_1890s
427,428,12127750,"The Mark of Athena (The Heroes of Olympus, #3)",author_rick_riordan,decade_2010s
428,429,34497,"The Color of Magic (Discworld, #1; Rincewind #1)",author_terry_pratchett,decade_1980s
429,430,4929,Kafka on the Shore,author_haruki_murakami author_philip_gabriel,decade_2000s
430,431,28877,"Red Dragon (Hannibal Lecter, #1)",author_thomas_harris,decade_1980s
431,432,41804,"I, Robot (Robot #0.1)",author_isaac_asimov,decade_1950s
432,433,42899,"Dark Lover (Black Dagger Brotherhood, #1)",author_jr_ward,decade_2000s
433,434,7791997,"Crescendo (Hush, Hush, #2)",author_becca_fitzpatrick,decade_2010s
434,435,6482837,Before I Fall,author_lauren_oliver,decade_2010s
435,436,9777,The God of Small Things,author_arundhati_roy,decade_1990s
436,437,18079776,The Invention of Wings,author_sue_monk_kidd,decade_2010s
437,438,6469165,What Alice Forgot,author_liane_moriarty,decade_2000s
438,439,3869,A Brief History of Time,author_stephen_hawking author_cao_chi author_phm_vn_thiu,decade_1980s
439,440,7315573,"Fall of Giants (The Century Trilogy, #1)",author_ken_follett,decade_2010s
440,441,6320534,Under the Dome,author_stephen_king,decade_2000s
441,442,830,Snow Crash,author_neal_stephenson,decade_1990s
442,443,51738,Just Listen,author_sarah_dessen,decade_2000s
443,444,99107,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",author_aa_milne author_ernest_h_shepard,decade_1920s
444,445,9736930,Before I Go to Sleep,author_sj_watson,decade_2010s
445,446,102868,A Study in Scarlet,author_arthur_conan_doyle,decade_1880s
446,447,2248573,"Brisingr (The Inheritance Cycle, #3)",author_christopher_paolini,decade_2000s
447,448,56495,The Purpose Driven Life: What on Earth Am I Here for?,author_rick_warren,decade_2000s
448,449,676924,"Betrayed (House of Night, #2)",author_pc_cast author_kristin_cast,decade_2000s
449,450,47212,"Storm Front (The Dresden Files, #1)",author_jim_butcher,decade_2000s
450,451,50398,Northanger Abbey,author_jane_austen author_alfred_macadam,decade_1810s
451,452,16101128,"The 5th Wave (The 5th Wave, #1)",author_rick_yancey,decade_2010s
452,453,10920,Cold Mountain,author_charles_frazier,decade_1990s
453,454,767680,If You Give a Mouse a Cookie,author_laura_joffe_numeroff author_felicia_bond,decade_1980s
454,455,42155,"Something Blue (Darcy & Rachel, #2)",author_emily_giffin,decade_2000s
455,456,12220,A Streetcar Named Desire,author_tennessee_williams,decade_1940s
456,457,10692,The Historian,author_elizabeth_kostova,decade_2000s
457,458,20170404,Station Eleven,author_emily_st_john_mandel,decade_2010s
458,459,18774964,A Man Called Ove,author_fredrik_backman author_henning_koch,decade_2010s
459,460,18335634,"Clockwork Princess (The Infernal Devices, #3)",author_cassandra_clare,decade_2010s
460,461,1078,"The Good Earth (House of Earth, #1)",author_pearl_s_buck,decade_1930s
461,462,2784,Ways of Seeing,author_john_berger,decade_1970s
462,463,5364,"Dragonfly in Amber (Outlander, #2)",author_diana_gabaldon,decade_1990s
463,464,1923820,Holy Bible: King James Version,author_anonymous,decade_1610s
465,466,659469,The Hobbit: Graphic Novel,author_chuck_dixon author_jrr_tolkien author_david_wenzel author_sean_deming,decade_1980s
466,467,297673,The Brief Wondrous Life of Oscar Wao,author_junot_daz,decade_2000s
467,468,37415,Their Eyes Were Watching God,author_zora_neale_hurston,decade_1930s
468,469,41899,Fantastic Beasts and Where to Find Them,author_newt_scamander author_jk_rowling author_albus_dumbledore,decade_2000s
469,470,17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,author_malala_yousafzai author_christina_lamb,decade_2010s
470,471,45032,Mansfield Park,author_jane_austen author_kathryn_sutherland author_tony_tanner author_claire_lamont,decade_1810s
471,472,4069,Man's Search for Meaning,author_viktor_e_frankl,decade_1940s
472,473,237209,"In the Woods (Dublin Murder Squad, #1)",author_tana_french,decade_2000s
473,474,14743,The God Delusion,author_richard_dawkins,decade_2000s
474,475,8492825,"Where She Went (If I Stay, #2)",author_gayle_forman,decade_2010s
475,476,7069,The World According to Garp,author_john_irving,decade_1970s
476,477,78129,"Killing Floor (Jack Reacher, #1)",author_lee_child,decade_1990s
477,478,2932,Robinson Crusoe,author_daniel_defoe author_gerald_mccann author_virginia_woolf,decade_1710s
478,479,28862,The Prince,author_niccol_machiavelli author_adolph_caso author_rufus_goodwin author_benjamin_martinez,decade_1510s
479,480,18122,"The Amber Spyglass (His Dark Materials, #3)",author_philip_pullman,decade_2000s
480,481,43889,"Wizard's First Rule (Sword of Truth, #1)",author_terry_goodkind,decade_1990s
481,482,6837103,The Kitchen House,author_kathleen_grissom,decade_2010s
482,483,5113,Franny and Zooey,author_jd_salinger,decade_1960s
483,484,29059,Choke,author_chuck_palahniuk,decade_2000s
484,485,4934,The Brothers Karamazov,author_fyodor_dostoyevsky author_richard_pevear author_larissa_volokhonsky,decade_1880s
485,486,307791,"The City of Ember (Book of Ember, #1)",author_jeanne_duprau,decade_2000s
487,488,11566,The Green Mile,author_stephen_king,decade_1990s
488,489,2547,The Prophet,author_kahlil_gibran,decade_1920s
489,490,15196,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",author_art_spiegelman,decade_1980s
490,491,2866718,"Untamed (House of Night, #4)",author_pc_cast author_kristin_cast,decade_2000s
491,492,7967,"Speaker for the Dead (Ender's Saga, #2)",author_orson_scott_card,decade_1980s
492,493,11138,Mere Christianity,author_cs_lewis,decade_1950s
493,494,29044,The Secret History,author_donna_tartt,decade_1990s
494,495,4953,A Heartbreaking Work of Staggering Genius,author_dave_eggers,decade_2000s
495,496,1295,"The Clan of the Cave Bear (Earth's Children, #1)",author_jean_m_auel,decade_1980s
496,497,3685,Black Beauty,author_anna_sewell,decade_1870s
497,498,656,War and Peace,author_leo_tolstoy author_henry_gifford author_aylmer_maude author_louise_maude,decade_1860s
498,499,28676,American Psycho,author_bret_easton_ellis,decade_1990s
499,500,38980,"The Princess Diaries (The Princess Diaries, #1)",author_meg_cabot,decade_2000s
500,501,7061,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",author_alexander_mccall_smith,decade_1990s
501,502,138398,"The Walking Dead, Vol. 01: Days Gone Bye",author_robert_kirkman author_tony_moore,decade_2000s
502,503,70535,"2001: A Space Odyssey (Space Odyssey, #1)",author_arthur_c_clarke,decade_1960s
503,504,11422,Redeeming Love,author_francine_rivers,decade_1990s
504,505,27523,"Left Behind (Left Behind, #1)",author_tim_lahaye author_jerry_b_jenkins,decade_1990s
505,506,18635016,"The One (The Selection, #3)",author_kiera_cass,decade_2010s
506,507,7938275,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",author_suzanne_collins,decade_2010s
507,508,1869,Nickel and Dimed: On (Not) Getting By in America,author_barbara_ehrenreich,decade_2000s
508,509,1358844,Remember Me?,author_sophie_kinsella,decade_2000s
509,510,233649,"The Great Hunt (Wheel of Time, #2)",author_robert_jordan,decade_1990s
510,511,6534,"Postmortem (Kay Scarpetta, #1)",author_patricia_cornwell,decade_1990s
511,512,23919,The Complete Stories and Poems,author_edgar_allan_poe,decade_1840s
512,513,561909,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,author_corrie_ten_boom author_john_sherrill author_elizabeth_sherrill,decade_1970s
513,514,3590,The Adventures of Sherlock Holmes,author_arthur_conan_doyle,decade_1890s
514,515,16735,The Prince of Tides,author_pat_conroy,decade_1980s
515,516,3985,The Amazing Adventures of Kavalier & Clay,author_michael_chabon,decade_2000s
516,517,4268157,"Perfect Chemistry (Perfect Chemistry, #1)",author_simone_elkeles,decade_2000s
517,518,34268,Peter Pan,author_jm_barrie author_michael_hague,decade_1900s
518,519,24768,"Pretties (Uglies, #2)",author_scott_westerfeld,decade_2000s
519,520,11275,The Wind-Up Bird Chronicle,author_haruki_murakami author_jay_rubin,decade_1990s
520,521,79885,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",author_michael_connelly,decade_2000s
521,522,49628,Cloud Atlas,author_david_mitchell,decade_2000s
522,523,133518,The Things They Carried,author_tim_obrien,decade_1990s
523,524,114683,Wall and Piece,author_banksy,decade_1980s
524,525,9593911,"Pandemonium (Delirium, #2)",author_lauren_oliver,decade_2010s
525,526,17231,"Darkly Dreaming Dexter (Dexter, #1)",author_jeff_lindsay,decade_2000s
526,527,110494,"Living Dead in Dallas (Sookie Stackhouse, #2)",author_charlaine_harris,decade_2000s
527,528,34897,"The Dragon Reborn (Wheel of Time, #3)",author_robert_jordan,decade_1990s
528,529,7733,Gulliver's Travels,author_jonathan_swift author_robert_demaria_jr,decade_1720s
529,530,12957,Much Ado About Nothing,author_william_shakespeare author_barbara_a_mowat author_paul_werstine author_gail_kern_paster author_robert__________jackson,decade_1590s
530,531,52357,Beowulf,author_unknown author_seamus_heaney,decade_970s
531,532,59980,Batman: Year One,author_frank_miller author_david_mazzucchelli author_richmond_lewis author_dennis_oneil,decade_1980s
532,533,24817626,Go Set a Watchman,author_harper_lee,decade_2010s
533,534,1044355,When You Are Engulfed in Flames,author_david_sedaris,decade_2000s
534,535,8490112,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",author_laini_taylor,decade_2010s
535,536,17878931,"Red Queen (Red Queen, #1)",author_victoria_aveyard,decade_2010s
536,537,12609433,The Power of Habit: Why We Do What We Do in Life and Business,author_charles_duhigg,decade_2010s
537,538,386187,Midnight in the Garden of Good and Evil,author_john_berendt,decade_1990s
